更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL
2024-08-01,社会福祉法人さくらゆき,福祉・介護関連サービス,求人なし,,岐阜県羽島郡岐南町徳田1-79,2012,理事長 依田 充朗,610 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人太陽の会,福祉・介護関連サービス,求人なし,,埼玉県秩父郡東秩父村大字坂本1308-8,2015,理事長 中村 典雄,560 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人かいゆう,福祉・介護関連サービス,無,,東京都国立市青柳1-34-3,2011,理事長 遠藤 良子,471 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人共生会,福祉・介護関連サービス,無,,千葉県長生郡長南町長南1471,2000,理事長 増田 美夫,"1,208 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人Ｆｌｏｗｅｒ,福祉・介護関連サービス,求人なし,,石川県白山市田中町123-10,2015,理事 髙畠 樹,129 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あゆみの家,福祉・介護関連サービス,無,,岐阜県不破郡垂井町栗原2066-2,1978,理事長 中橋 昇,"2,058 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人里仁会,福祉・介護関連サービス,求人なし,,長野県佐久市下小田切50-1,2006,理事長 雨宮 雷太,182 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ふたば福祉会,福祉・介護関連サービス,求人なし,,福島県双葉郡双葉町大字長塚字谷沢町25-1,2004,理事長 木幡智清,"2,898 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人薫風会,福祉・介護関連サービス,求人なし,,岐阜県多治見市小名田町西ケ洞1-325,2003,理事長 加納 忠行,665 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人恵風会,福祉・介護関連サービス,求人なし,,長崎県長崎市平山町463-1,2003,理事長 髙濵 浩,57 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人康仁会,福祉・介護関連サービス,求人なし,,神奈川県厚木市戸室5-9-15,2010,理事長 立石 せい子,810 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人アストリー,福祉・介護関連サービス,求人なし,,東京都葛飾区宝町1-2-9,2013,理事長 竹中 延公,117 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あゆみの会,福祉・介護関連サービス,求人なし,,奈良県奈良市秋篠町1381-1,2003,理事長 奥田 隆章,512 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人さくら会,福祉・介護関連サービス,求人なし,,愛知県名古屋市中川区供米田2-1510,2013,理事長 和仁 隆幸,107 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人若葉会,福祉・介護関連サービス,求人なし,,千葉県千葉市若葉区都賀2-13-1,1994,理事長 佐藤 千鶴,"4,973 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人やまびこ福祉会,福祉・介護関連サービス,求人なし,,愛知県名古屋市中村区横井1-203,2003,理事長 土屋 修,112 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人とんとん,福祉・介護関連サービス,求人なし,,大分県大分市田中町2-16-7,2015,理事長 田中 カヨコ,300 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人積仁会,福祉・介護関連サービス,求人なし,,鹿児島県鹿児島市山田町1451-8,2011,理事長 尾上 マリ,336 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人自然会,福祉・介護関連サービス,求人なし,,埼玉県さいたま市緑区大字三室1964-4,2014,理事 山下 久司,241 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社リハケアサポート,福祉・介護関連サービス,求人なし,,大阪府寝屋川市八坂町27-17403,2016,代表取締役 吉田 秀,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社なかまメディカ,福祉・介護関連サービス,求人なし,,大阪府堺市北区北花田町4-122-7Ａ号,2016,代表取締役 仲摩 陽介,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,健創製薬株式会社,医薬品メーカー業界,求人なし,,東京都中央区日本橋小舟町9-17,2016,代表取締役 佐藤 高輝,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＭＩＲＩＳＥ,福祉・介護関連サービス,求人なし,,京都府京都市下京区堀川通四条下る四条堀川町286,2016,代表取締役 林 康信,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,岐阜県医師会協同組合,その他医療関連,求人なし,,岐阜県岐阜市薮田南3-5-11岐阜県医師会館 1Ｆ,1969,代表理事 河合 直樹,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人桜樹会,福祉・介護関連サービス,求人なし,,広島県福山市駅家町大字法成寺108-1,2010,理事長 安部 博史,250 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人フタバ会,福祉・介護関連サービス,求人なし,,大阪府東大阪市森河内西2-31-1,1972,理事長 小山 よしえ,323 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人敬愛会,福祉・介護関連サービス,求人なし,,千葉県柏市高田1032-1,2001,理事長 林 勇樹,961 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あかね会,福祉・介護関連サービス,求人なし,,愛知県豊田市西中山町才ケ洞10-5,2015,理事長 山本 昌恵,151 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人てまり,福祉・介護関連サービス,求人なし,,長野県松本市南松本2-2207-11,2003,理事長 篠崎 まり子,675 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人一心会,福祉・介護関連サービス,求人なし,,福岡県太宰府市大佐野2-18-26,2013,理事長 岩本 てるみ,224 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人清寿会,福祉・介護関連サービス,求人なし,,愛知県豊橋市花田町字中ノ坪117,2014,理事長 辻村 浩子,109 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人みその,福祉・介護関連サービス,求人なし,,神奈川県藤沢市みその台1-2,1953,理事 江草 明彦,"4,870 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人いちご会,福祉・介護関連サービス,求人なし,,東京都八王子市諏訪町1922-1,2015,理事長 高柳 サユリ,235 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人けやき福祉会,福祉・介護関連サービス,求人なし,,埼玉県川口市東川口6-8-19,2011,理事 渡部 英明,211 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あおい会,福祉・介護関連サービス,求人なし,,神奈川県横浜市保土ケ谷区星川2-18-1,2014,理事 伊藤 弓子,895 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人いちえ会,福祉・介護関連サービス,求人なし,,東京都千代田区神田紺屋町37,2013,理事長 髙沼 薫,77 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人明愛会,福祉・介護関連サービス,求人なし,,東京都杉並区和田1-61-15,2013,理事長 田中 悦子,272 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人豊寿会,福祉・介護関連サービス,求人なし,,山形県最上郡最上町大字向町73-3,1979,理事長 山田 桐雄,"1,391 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人吉田会,福祉・介護関連サービス,求人なし,,岐阜県養老郡養老町押越700-1,2003,理事長 吉田 淳,712 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人南恵会,福祉・介護関連サービス,求人なし,,鹿児島県大島郡天城町大字瀬滝1006-1,1978,理事長 吉留 康洋,712 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人崇仁会,福祉・介護関連サービス,求人なし,,東京都世田谷区代沢2-27-1代沢カラバッシュ 3Ｆ,2013,理事長 加藤 昌康,239 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人苫小牧市手をつなぐ育成会,福祉・介護関連サービス,求人なし,,北海道苫小牧市日の出町2-8-23,2006,理事 斉藤 フミ子,149 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人まちサポ雫石,福祉・介護関連サービス,求人なし,,岩手県岩手郡雫石町万田渡75-3,2011,理事 櫻田 七海,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人シャロームの会,福祉・介護関連サービス,求人なし,,宮城県仙台市宮城野区榴岡3-9-15305,2003,理事 菊地 茂,62 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人子ども育成支援協会,福祉・介護関連サービス,求人なし,,東京都豊島区北大塚2-3-13907,2009,理事 藏本 美夏,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,前田牧野利用農業協同組合,福祉・介護関連サービス,求人なし,,福島県相馬郡飯舘村前田字原向14,1952,代表理事 斎藤 政行,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人コラボ,福祉・介護関連サービス,求人なし,,福島県西白河郡矢吹町北浦63,2010,理事 太田 保,47 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人わくわくネットいわき,福祉・介護関連サービス,求人なし,,福島県いわき市平上神谷字神谷分22-1,2002,理事 新妻 寿雄,39 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人クローバー,福祉・介護関連サービス,求人なし,,茨城県水戸市赤塚1-1970-5ＫＴＭビル1Ａ,2011,理事 久保田 さおり,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ワンプレイス,福祉・介護関連サービス,求人なし,,三重県四日市市生桑町234-1,2016,代表取締役 村上 達哉,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,げんキッズ株式会社,福祉・介護関連サービス,求人なし,,東京都江東区東陽5-25-5,2016,代表取締役 渡邉 和孝,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社サポートＰＬＵＳ,福祉・介護関連サービス,求人なし,,埼玉県入間郡毛呂山町大字市場278-1,2016,代表取締役 山岡 和也,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,アイジェックス・ファーマインターナショナル株式会社,医療機器メーカー業界,求人なし,,富山県富山市下野16,2016,代表取締役 福島 正義,117 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
