更新日,名称,業界(小分類),求人有無,所在地,設立,平均年齢,従業員数,企業URL,代表者,資本金,事業内容
2024-08-01,有限会社斎藤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都渋谷区代々木1-38-5ＫＤＸ代々木ビル 2Ｆ,1983,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨澤 葉子,3 百万円,
2024-08-01,一般社団法人渋谷区医師会,その他医療関連,求人なし,東京都渋谷区桜丘町23-21渋谷区文化総合センター大和田 9Ｆ,1948,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 リー 啓子,,
2024-08-01,医療法人博寿会,病院・大学病院・クリニック,求人なし,沖縄県国頭郡本部町字石川972,1979,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 髙石 利博,357 百万円,
2024-08-01,有限会社かみさぎ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都中野区上鷺宮4-5-4富士ハイム 1Ｆ,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 諏訪部 正久,7 百万円,
2024-08-01,医療法人社団田中歯科クリニック,病院・大学病院・クリニック,求人なし,東京都中野区江古田4-2-3マ・メゾン 1Ｆ,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 田中 英一,,
2024-08-01,医療法人社団シーズ・メディカル,病院・大学病院・クリニック,無,東京都渋谷区広尾1-1-40恵比寿プライムスクエアプラザ 2Ｆ,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 城 野親德,"2,704 百万円",
2024-08-01,医療法人社団成仁,病院・大学病院・クリニック,求人なし,東京都足立区中川4-29-12,1997,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 片山 成仁,"1,442 百万円",
2024-08-01,医療法人社団宮下医院,病院・大学病院・クリニック,求人なし,東京都板橋区大谷口北町76-7,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 伊藤 潔,133 百万円,
2024-08-01,株式会社アップルケアネット,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区西小岩5-11-25,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 博美,30 百万円,
2024-08-01,株式会社トータルヘルスコンサルティング,医薬品メーカー業界,求人なし,東京都千代田区東神田2-6-5東神田ビル 8Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森重 一雄,10 百万円,
2024-08-01,丸井健康保険組合,その他医療関連,求人なし,東京都中野区中野3-7-18,1962,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,株式会社天浩,医療機器メーカー業界,求人なし,東京都渋谷区本町4-54-8ＴＥＮＫＯハイツ 302,1960,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田辺 夏樹,10 百万円,
2024-08-01,有限会社矢崎薬局,調剤薬局・ドラッグストア業界,求人なし,東京都中野区沼袋3-26-12,1959,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 久保井 常樹,3 百万円,
2024-08-01,インターメディック株式会社,医療コンサルティング,無,東京都中央区日本橋堀留町1-5-7ＹＯＵビル 9Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中田 明人,10 百万円,
2024-08-01,株式会社仲村点字器製作所,医療機器メーカー業界,求人なし,東京都中野区鷺宮1-14-3,1985,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 仲村 哲郎,10 百万円,
2024-08-01,有限会社さくら坂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区田園調布本町10-5ハウスアゼリアＢ号室,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新藤 菜月,3 百万円,
2024-08-01,有限会社ほっとらいふ,福祉・介護関連サービス,求人なし,東京都杉並区和田1-14-3東京精器ビル 4Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 根本 尚之,3 百万円,
2024-08-01,株式会社鳳林堂,医療機器メーカー業界,求人なし,東京都中野区野方5-24-5,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀口 滋,10 百万円,
2024-08-01,医療法人社団涼友会,病院・大学病院・クリニック,無,東京都新宿区赤城下町62アネックス62－1Ｆ,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 執行 友成,135 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◎外来診療◎在宅診療◎日帰り手術 2022年11月doda掲載求人より引用
2024-08-01,株式会社シーアイ,その他医療関連,求人なし,東京都豊島区上池袋1-11-8,1984,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮澤 裕一,50 百万円,
2024-08-01,株式会社ＲＡＲＥＣＲＥＷ,福祉・介護関連サービス,無,東京都台東区東上野6-1-1高長ビル 3Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 日下部 竜太,40 百万円,
2024-08-01,有限会社ホームケアながさき,福祉・介護関連サービス,求人なし,東京都豊島区南長崎5-9-10レジェンド南長崎 1Ｆ 101,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 森 幸生,5 百万円,
2024-08-01,株式会社コモン計画研究所,その他医療関連,求人なし,東京都杉並区成田東5-35-15Ｂ,1985,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川本 京美,10 百万円,
2024-08-01,医療法人社団美誠会,病院・大学病院・クリニック,無,東京都足立区保木間5-38-15,1969,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 神保 雅美,"2,150 百万円",
2024-08-01,医療法人社団心聖会,病院・大学病院・クリニック,無,東京都江東区亀戸5-1-6マークス亀戸 101,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 兼松 徹,284 百万円,内科､小児科､外科､整形外科､皮膚科､泌尿器科､麻酔科(ペインクリニック)､循環器内科､消化器内科､アレルギー科､漢方治療､在宅治療､健康診断､企業検診 2024年1月doda掲載求人より引用
2024-08-01,東京薬品株式会社,医薬品卸,求人なし,東京都板橋区東坂下2-13-16,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大塚 武司,30 百万円,
2024-08-01,医療法人社団春音会,病院・大学病院・クリニック,求人なし,東京都中央区銀座1-5-8ギンザウィローアベニュービル 6Ｆ,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 中村 はるね,112 百万円,
2024-08-01,医療法人社団秀佑会,病院・大学病院・クリニック,求人なし,東京都練馬区中村北2-10-11,1997,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 江本 秀斗,"1,890 百万円",
2024-08-01,有限会社あいば薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区和田1-17-6愛場ビル 1Ｆ,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 愛場 昭榮,5 百万円,
2024-08-01,株式会社みどり薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区高円寺南4-12-7阿部ビル 1Ｆ,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 博子,10 百万円,
2024-08-01,有限会社西永福山本薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区永福3-56-32,1975,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 朱實,3 百万円,
2024-08-01,株式会社ケーエム薬品,医薬品卸,求人なし,群馬県前橋市清野町311-6,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 間仁田 諭,3 百万円,
2024-08-01,社会福祉法人宏志会,福祉・介護関連サービス,求人なし,群馬県高崎市下佐野町553,1986,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 山崎 學,"1,696 百万円",
2024-08-01,有限会社日本堂伊藤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区浜田山3-31-5,1967,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,3 百万円,
2024-08-01,有限会社高井戸薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区高井戸東3-28-1,1977,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松下 健一,3 百万円,
2024-08-01,有限会社まつもと薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区下高井戸1-23-12,1971,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 松本 幸司,3 百万円,
2024-08-01,有限会社上三川サービスアンドサポート,その他医療関連,求人なし,栃木県河内郡上三川町大字三本木411-4,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小口 すず子,5 百万円,
2024-08-01,石井薬品株式会社,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区阿佐谷南2-16-4,1947,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中野 純希,10 百万円,
2024-08-01,株式会社平井出薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区阿佐谷北2-15-1,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平井出 恵津子,10 百万円,
2024-08-01,有限会社清水調剤専門薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区和泉1-11-19,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清水 豊,3 百万円,
2024-08-01,有限会社明弘堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区荻窪5-18-7,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 杉戸 慶子,3 百万円,
2024-08-01,株式会社富士薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区下高井戸5-2-2,1952,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 板倉 かつ枝,10 百万円,
2024-08-01,有限会社訪問看護ステーションハート,その他医療関連,求人なし,栃木県宇都宮市石井町3261-4,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 菊池 弘子,3 百万円,
2024-08-01,宗教法人立正佼成会,病院・大学病院・クリニック,求人なし,東京都杉並区和田2-11-1,1952,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表役員 國富 敬二,,
2024-08-01,有限会社多田薬局,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区成田東4-34-20,1956,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 多田 治,3 百万円,
2024-08-01,阿佐谷薬品株式会社,調剤薬局・ドラッグストア業界,求人なし,東京都杉並区阿佐谷北1-3-5,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 榮子,10 百万円,
2024-08-01,株式会社よねき,福祉・介護関連サービス,求人なし,山形県山形市瀬波1-11-11,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 米田 謙,10 百万円,
2024-08-01,株式会社タイヨウ,福祉・介護関連サービス,求人なし,山形県山形市あこや町2-2-39,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安藤 政弘,50 百万円,
2024-08-01,有限会社アサヒ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都豊島区南池袋1-22-1アサヒビル 1Ｆ,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北村 寿朗,3 百万円,
2024-08-01,有限会社カテイ堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都豊島区長崎4-26-1,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 元谷 桂子,3 百万円,
2024-08-01,株式会社サン・ラポール目白,福祉・介護関連サービス,求人なし,東京都豊島区南長崎2-17-12,2003,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市原 俊男,20 百万円,
2024-08-01,株式会社タサキ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都豊島区南大塚3-52-8タサキビル 1Ｆ,1948,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田崎 崇,10 百万円,
