更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,平均年齢,企業URL,代表者,資本金,上場市場名
2024-08-01,不二硝子株式会社,医療機器メーカー業界,求人なし,,東京都墨田区文花2-15-9,1942,114,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 小熊 信一,107 百万円,
2024-08-01,株式会社太平洋シルバーサービス,福祉・介護関連サービス,無,,東京都武蔵野市境南町2-8-19小田急バス武蔵境ビル 9Ｆ,1984,113,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 奥谷 直澄,25 百万円,
2024-08-01,ＴＯＫＡＩライフプラス株式会社,福祉・介護関連サービス,求人なし,,静岡県静岡市葵区常磐町2-6-8ＴＯＫＡＩビル 2Ｆ,2011,113,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 白幡 良明,100 百万円,
2024-08-01,株式会社盛岡臨床検査センター,大学・研究施設,求人なし,,岩手県盛岡市羽場13地割30-3,2004,111,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小田島 修司,10 百万円,
2024-08-01,株式会社アニスト,福祉・介護関連サービス,求人なし,,大阪府大阪市大正区三軒家東1-7-18コニシビル 201,2004,111,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 戸部 義明,3 百万円,
2024-08-01,バイエルホールディング株式会社,医薬品メーカー業界,求人なし,,東京都千代田区丸の内1-6-5丸の内北口ビル 26Ｆ,2006,110,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 イン・チェン,10 百万円,
2024-08-01,サンネットワークリブ株式会社,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■福祉用具のレンタル、販売 他 ・古物商許可証No 第611091630014号・高度管理医療機器等販売業･貸与業許可書No 第101286号 2022年9月doda掲載求人より引用,京都府京都市伏見区竹田田中殿町95-1,2005,107,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 須佐 淳一,20 百万円,
2024-08-01,大正ファーマ株式会社,その他医療関連,求人なし,,東京都豊島区高田3-25-1,2002,106,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北谷 修,100 百万円,
2024-08-01,株式会社スリー・ディー・マトリックス,バイオベンチャー業界,求人なし,,東京都千代田区麹町3-2-4麹町ＨＦビル 7Ｆ,2004,106,45.9,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 岡田 淳,"12,675 百万円",グロース
2024-08-01,エム・エム・エス・コミュニケーションズ株式会社,医療広告代理店・出版社・マーケティング・リサーチ,無,,東京都新宿区信濃町35信濃町煉瓦館 4Ｆ,1983,106,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金子 雄太,10 百万円,
2024-08-01,ソニー・オリンパスメディカルソリューションズ株式会社,医療機器メーカー業界,求人なし,,東京都八王子市子安町4-7-1サザンスカイタワー八王子 5Ｆ,2013,106,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 春名 靖史,50 百万円,
2024-08-01,株式会社ケア２１メディカル,福祉・介護関連サービス,求人なし,,大阪府大阪市北区堂島2-2-2近鉄堂島ビル 12Ｆ,2014,105,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 花岡 健太郎,50 百万円,
2024-08-01,フェリング・ファーマ株式会社,医薬品メーカー業界,求人なし,,東京都港区虎ノ門2-10-4オークラプレステージタワー 10Ｆ,2001,104,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 津村 重吾,210 百万円,
2024-08-01,株式会社優空,福祉・介護関連サービス,求人なし,,大阪府大阪市鶴見区今津中1-6-49ウィルコート今津 102,2011,103,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 関 隆彦,15 百万円,
2024-08-01,株式会社京都科学,医療機器メーカー業界,求人なし,,京都府京都市伏見区北寝小屋町15,1948,102,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙山 俊之,80 百万円,
2024-08-01,テレフレックスメディカルジャパン株式会社,医療機器メーカー業界,求人なし,,東京都新宿区西新宿2-4-1新宿ＮＳビル 5Ｆ,1988,100,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 ナム・リー,100 百万円,
2024-08-01,第一実業ビスウィル株式会社,医療機器メーカー業界,求人なし,,大阪府吹田市芳野町14-26,1971,100,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 垣内 省吾,100 百万円,
2024-08-01,株式会社アグロジャパン,医薬品卸,求人なし,,新潟県新潟市江南区曙町5-1-3,1999,98,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 浅見 毅,90 百万円,
2024-08-01,小林製薬セールスプロモーション株式会社,医薬品卸,求人なし,,東京都江東区冬木10-6,1983,98,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 芝田 匡,22 百万円,
2024-08-01,株式会社名鉄ライフサポート,福祉・介護関連サービス,求人なし,,愛知県名古屋市中村区名駅1-2-4名鉄バスターミナルビル 7Ｆ,2017,98,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 飯尾 元哉,50 百万円,
2024-08-01,セコムフォート多摩株式会社,福祉・介護関連サービス,求人なし,,東京都町田市下小山田町1461,1988,96,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 奥田 真弘,100 百万円,
2024-08-01,株式会社リプロセル,医薬品メーカー業界,求人なし,,神奈川県横浜市港北区新横浜3-8-11メットライフ新横浜ビル 9Ｆ,2003,96,33.8,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 横山 周史,"2,023 百万円",グロース
2024-08-01,日本海環境サービス株式会社,大学・研究施設,求人なし,,富山県富山市久方町2-54,1992,95,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 竹内 正美,50 百万円,
2024-08-01,ユフ精器株式会社,医療機器メーカー業界,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 医療機器の輸入・製造・販売、システム開発・販売、薬事コンサル【主要な取扱商品】・心臓、血管カテーテル関連（循環器内科、心臓血管外科）・手術用器具器械（脳神経外科、耳鼻咽喉科、消化器外科、整形外科）・診察用器具（神経内科）・診断用Ｘ線防護エプロン（放射線科） 2022年10月doda掲載求人より引用,東京都文京区湯島2-31-20,1952,94,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 糸永 薫,100 百万円,
2024-08-01,株式会社ダテ・メディカルサービス,医療機器卸,無,,京都府京都市伏見区竹田北三ツ杭町48,1991,93,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊達 純一,30 百万円,
2024-08-01,ルンドベック・ジャパン株式会社,医薬品メーカー業界,求人なし,,東京都港区虎ノ門4-1-17神谷町プライムプレイス,2001,92,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 ルネ・アイラ・モエスコ・アンデルセン,10 百万円,
2024-08-01,ニプロファーマ飛騨工場株式会社,医薬品メーカー業界,求人なし,,岐阜県飛騨市古川町是重1-1-27,1964,90,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森口 将人,100 百万円,
2024-08-01,アキュレイ株式会社,医療機器メーカー業界,求人なし,,東京都千代田区大手町2-2-1新大手町ビル 7Ｆ,2007,88,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 穗積 重紀,10 百万円,
2024-08-01,カボプランメカジャパン株式会社,医療機器卸,求人なし,,東京都品川区北品川4-7-35御殿山トラストタワー 15Ｆ,2021,88,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 細川 稔晃,,
2024-08-01,株式会社ＳＭＣ,医療機器卸,求人なし,,北海道札幌市白石区本通3-北6-18ＳＭＣ．ＢＬＤ 2Ｆ,1986,87,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小川 弘貢,10 百万円,
2024-08-01,株式会社まろん,調剤薬局・ドラッグストア業界,求人なし,,東京都八王子市西片倉3-1-3みなみ野メディスンビル 2Ｆ,1987,87,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 柴田 康次,36 百万円,
2024-08-01,日本化薬フードテクノ株式会社,医薬品メーカー業界,求人なし,,群馬県高崎市岩鼻町219,1995,86,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 土渕 智正,300 百万円,
2024-08-01,株式会社サロンデイ,福祉・介護関連サービス,求人なし,,神奈川県横浜市青葉区荏田西2-3-2,2010,86,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高鳥 顕至,35 百万円,
2024-08-01,帝人メディカルテクノロジー株式会社,医療機器メーカー業界,無,【埋込型医療分野／帝人グループの一員】生体内分解吸収性骨接合材等の医療機器の開発、製造、販売 2024年2月doda掲載求人より引用,大阪府大阪市北区中之島2-3-33大阪三井物産ビル 13Ｆ,2017,86,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 昭弘,100 百万円,
2024-08-01,岡畑産業株式会社,医薬品メーカー業界,求人なし,,大阪府大阪市中央区南船場1-7-11,1953,84,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡畑 博之,96 百万円,
2024-08-01,宇都宮製作株式会社,医薬品メーカー業界,求人なし,,大阪府大阪市中央区谷町2-6-4谷町ビル 6Ｆ,1935,82,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大西 浩太郎,90 百万円,
2024-08-01,ＴＢＣシルバーサービス株式会社,福祉・介護関連サービス,求人なし,,栃木県小山市城東1-6-33,2004,79,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小原 哲平,50 百万円,
2024-08-01,株式会社モルス,福祉・介護関連サービス,求人なし,,北海道札幌市中央区北六条西16-1-5,2008,79,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 隆聖,80 百万円,
2024-08-01,アイケア株式会社,福祉・介護関連サービス,求人なし,,福岡県糟屋郡志免町片峰3-6-5,2012,77,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寺澤 大輔,95 百万円,
2024-08-01,日精バイリス株式会社,CRO,求人なし,,大阪府大阪市中央区備後町2-4-9日本精化ビル 7Ｆ,1931,74,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西本善紀,45 百万円,
2024-08-01,株式会社キンキ酸器,医療機器卸,求人なし,,大阪府吹田市江の木町21-4,1974,74,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齋藤 信吉,15 百万円,
2024-08-01,ティーメディクス株式会社,医療機器メーカー業界,求人なし,,東京都新宿区西新宿2-3-1新宿モノリス,2004,74,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤井 啓祐,50 百万円,
2024-08-01,ケアウェル安心株式会社,福祉・介護関連サービス,求人なし,,東京都北区王子本町2-23-9加賀ビル 3Ｆ,2002,72,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水田 智之,98 百万円,
2024-08-01,株式会社フェニックスバイオ,バイオベンチャー業界,求人なし,,広島県東広島市鏡山3-4-1,2002,70,45.9,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 島田 卓,"2,562 百万円",グロース
