更新日,名称,業界(小分類),求人有無,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,事業内容
2024-08-01,ＩＣＯＮ　ＰＡＲＴＮＥＲＳ株式会社,人材紹介・職業紹介,求人なし,東京都港区虎ノ門3-4-10虎ノ門35森ビル 7Ｆ,2006,65 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 サンダーソンジェレミーマイケル,
2024-08-01,株式会社Ｗｉｌｌ　Ｓｔａｆｆ,人材派遣,求人なし,愛知県瀬戸市西原町2-1-1せと丸ビル 3Ｆ 3Ｂ,2015,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 近藤 靖暢,
2024-08-01,株式会社メディカルエンプロイメント,人材サービス・アウトソーシング業界・コールセンター,無,東京都渋谷区恵比寿南1-2-63Ｆ,2001,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 櫻井 康晴,
2024-08-01,株式会社ｅｅｅ,人材紹介・職業紹介,求人なし,大阪府大阪市中央区南本町3-3-22本町エイトビル 7Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江藤 聡,
2024-08-01,株式会社ファンベスト,人材派遣,無,東京都港区六本木4-8-7,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤間 亮太郎,
2024-08-01,ＦＯＲＥＩＧＮＥＲＳ　ＬＩＮＫ株式会社,人材紹介・職業紹介,求人なし,東京都台東区東上野2-22-10東上野小池ビル 6Ｆ,2012,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 勇造,
2024-08-01,株式会社ＣＯＮＮＥＣＴＥＤ　ＭＡＴＥＲＩＡＬ,人材紹介・職業紹介,求人なし,東京都港区赤坂1-12-32アーク森ビル 35Ｆ,2015,227 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河野 貴浩,
2024-08-01,ジェイエスケイ株式会社,人材派遣,求人なし,福岡県行橋市北泉5-8-1503,2015,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小山 嬌,
2024-08-01,関東スタッフ協同組合,人材派遣,求人なし,埼玉県さいたま市浦和区領家3-4-4,1998,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 大築 陽子,
2024-08-01,株式会社リブインサイト,人材紹介・職業紹介,無,大阪府大阪市淀川区西中島4-3-22,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤田 靖人,求人広告代理業有料職業紹介事業（27-ユ-303404）採用コンサルティング各種デザイン制作Webコンテンツマーケティング＜提案サービス＞doda / dodaリクルーターズ / マイナビ転職 / 転職フェアen転職 / enダイレクト / Indeed / バイトルエージェントサービス / その他 計80媒体以上 2024年5月doda掲載求人より引用
2024-08-01,株式会社アカミ,人材紹介・職業紹介,求人なし,東京都千代田区神田松永町17-5相沢ビル 6Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 康朋,
2024-08-01,株式会社ＳＡＣＴ,人材紹介・職業紹介,求人なし,東京都渋谷区渋谷3-18-7窪島ビル 8Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塚原 光男,
2024-08-01,株式会社エテル,コールセンター,無,大阪府大阪市中央区難波4-4-4難波御堂筋センタービル 10Ｆ,2014,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 博章,■通販総合支援事業■テレマーケティング事業■営業支援事業■業務委託・BPOサービス関連事業■コールセンターの運営 2023年9月doda掲載求人より引用
2024-08-01,株式会社Ｒ＆Ｇ,人材派遣,求人なし,埼玉県さいたま市大宮区高鼻町1-51-1三石ビル 4Ｆ,2015,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 忠義,
2024-08-01,Ｎ　ａｎｄ　Ｌ－ＳＴ株式会社,アウトソーシング,無,東京都豊島区南池袋1-13-15,2015,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 紀光,
2024-08-01,株式会社サンアップ,人材派遣,求人なし,大阪府大阪市北区西天満3-6-28オクタス西天満ビル 6Ｆ,2005,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 近藤 一智,
2024-08-01,株式会社Ｂｉｌｌａｇｅ,人材紹介・職業紹介,求人なし,東京都新宿区高田馬場2-14-2新陽ビル 902,2015,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村田 亮,
2024-08-01,株式会社ＩＴエンジニア,求人サイト・求人メディア,求人なし,東京都中央区日本橋兜町17-2兜町第六葉山ビル 4Ｆ,2016,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 竹田 勇孝,
2024-08-01,アソシエ・ネット・ＷＯＲＫ株式会社,人材派遣,無,東京都八王子市明神町2-4-13,2005,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙橋 和憲,物流請負業・人材派遣業 2024年4月doda掲載求人より引用
2024-08-01,ウノヒューマンライズ株式会社,人材派遣,求人なし,東京都渋谷区東1-26-30ＳＨＩＢＵＹＡＥＡＳＴＢＬＤＧ 7Ｆ,2003,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 桐谷 潤一,
2024-08-01,株式会社ジェイシーアールコミット,人材派遣,求人なし,愛知県小牧市大字小牧原新田889-1Ｓｕｎｌｅａｆビル 2Ｆ,2015,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀 幸彦,
2024-08-01,株式会社ＳＫＹＭ,技術系アウトソーシング（特定技術者派遣）,無,東京都豊島区東池袋2-38-23ＳＡＭビル5Ｂ,2013,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邉 浩一,
2024-08-01,株式会社タツミコーポレーション,アウトソーシング,求人なし,東京都中央区日本橋兜町15-11兜町サイトウビル2Ｆ,2011,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 重岡 龍王,
2024-08-01,株式会社Ｈａｎｄ　ｉｎ　Ｈａｎｄ,人材派遣,求人なし,東京都町田市南成瀬2-3-2,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 和弘,
2024-08-01,Ｓ．Ｅ．ネクスト株式会社,人材紹介・職業紹介,求人なし,東京都港区南麻布2-5-16グランドメゾン南麻布 307,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宍戸 勇樹,
2024-08-01,株式会社グローバルキャリアアート,人材派遣,求人なし,三重県津市中河原611-3,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ビーパートナーズ,人材派遣,無,埼玉県春日部市中央7-10-23,2011,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 ジョプラック サラザール ジャクリーン ラウラ,
2024-08-01,株式会社イデア,人材派遣,無,愛知県小牧市大字東田中619,2004,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 雄一郎,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 労働者派遣事業 派23-301869業務請負業有料職業紹介 23-ﾕ-300898 2022年8月doda掲載求人より引用
2024-08-01,株式会社喜和ホールディングス,人材派遣,求人なし,埼玉県川越市脇田新町12-17喜和ビル,2002,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀 知子,
2024-08-01,株式会社ＫＰＣ,人材派遣,求人なし,神奈川県横浜市金沢区泥亀1-16-14クラスカ文庫 4Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 瀧澤 忠相,
2024-08-01,株式会社オマージュ,人材派遣,求人なし,岐阜県大垣市荒尾玉池2-21,2001,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河瀬 祥人,
2024-08-01,Ｅｍｅｒｇｅ　Ｇｌｏｂａｌ株式会社,人材紹介・職業紹介,求人なし,東京都中央区日本橋堀留町2-3-5木下ビルディング 6Ｆ,2015,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 ボンディ・マイケル・ジェームズ,
2024-08-01,株式会社再起人材,人材紹介・職業紹介,求人なし,東京都港区六本木7-15-13六本木ダイヤハイツ 902,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 瀬戸 敦史,
2024-08-01,株式会社ロンザン,人材紹介・職業紹介,求人なし,東京都中央区京橋3-1-1東京スクエアガーデン 7Ｆ,2015,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大仲 研司,
2024-08-01,株式会社セールスヴィガー,研修サービス,求人なし,東京都千代田区神田駿河台3-5-102Ｆ,2015,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大西 芳明,
2024-08-01,Ｃｙｂｅｒ　Ｔｈｉｎｋ　Ｔａｎｋ株式会社,人材紹介・職業紹介,求人なし,東京都港区南青山2-2-15ＷｉｎＡｏｙａｍａビル ＵＣＦ 917,2015,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 廣田 憲治,
2024-08-01,リサーチ＆サーチ・コンサルティング株式会社,人材紹介・職業紹介,求人なし,東京都千代田区神田練塀町73プロミエ秋葉原1003,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙橋 正明,
2024-08-01,株式会社ジェイコムハート,人材紹介・職業紹介,求人なし,東京都千代田区丸の内1-8-1,2015,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡田 友利,
2024-08-01,株式会社アドプション,人材紹介・職業紹介,無,東京都千代田区一番町4-42一番町ＩＩビル 4Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 草野 絢也,・人材紹介・採用、教育に関するコンサルティング・制度設計、危機管理、事業承継に関するコンサルティング・地域活性に関するコンサルティング・内閣府地方創生 2023年12月doda掲載求人より引用
2024-08-01,アクトデザインラボ株式会社,研修サービス,求人なし,東京都中央区日本橋箱崎町30-1,2015,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 有村 健気,
2024-08-01,株式会社ｍｏｒｉｓｅｍｉ,研修サービス,求人なし,東京都中央区八丁堀4-13-2201,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森吉 弘,
2024-08-01,株式会社アスカナ・コンサルティング,人材紹介・職業紹介,求人なし,東京都中央区銀座7-13-6サガミビル 2Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 博紀,
2024-08-01,株式会社トップグローバル,人材紹介・職業紹介,求人なし,東京都千代田区岩本町3-4-5第一東ビル 802,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金城 吉浩,
2024-08-01,株式会社キャリアアシストシステムズ,研修サービス,無,大阪府大阪市中央区谷町3-4-5,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中庭 英雄,■社員スキルアップ研修事業■人材費削減コンサルティング■ビジネススキル研修■パソコン基礎研修■求人広告代理店事業■人材紹介会社管理・ポータル「BIZPIA」 2023年9月doda掲載求人より引用
2024-08-01,株式会社ａｕｎ,人材紹介・職業紹介,求人なし,大阪府大阪市浪速区難波中3-6-3Ｔ4ＢＵＩＬＤＩＮＧ601,2015,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邉 創士,
2024-08-01,おカネ学株式会社,研修サービス,求人なし,東京都江東区深川1-3-11,2015,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安東 隆司,
2024-08-01,株式会社サンヴィレッジ,研修サービス,求人なし,兵庫県神戸市中央区栄町通4-1-10新和ビル 3Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 菅原 ちひろ,
2024-08-01,ｗｉｔｈ　Ｃａｒｅｅｒ株式会社,人材紹介・職業紹介,無,東京都千代田区東神田2-9-8高橋ビル 4Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三谷 心美,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■看護師・薬剤師・医師・医療介護職・保育士・歯科衛生士などの転職サイト「ジョブデポ」の運営（https://j-depo.com）■有料職業紹介事業（厚生労働大臣許可13-ユ-307545）■保育園の運営 2022年1月doda掲載求人より引用
